GEO_ID,Name,Population,Margin_Of_Error
1500000US060855038021,Block Group 1; Census Tract 5038.02; Santa Clara County; California,1247,715
1500000US060855038022,Block Group 2; Census Tract 5038.02; Santa Clara County; California,1596,371
1500000US060855038023,Block Group 3; Census Tract 5038.02; Santa Clara County; California,1633,415
1500000US060855038024,Block Group 4; Census Tract 5038.02; Santa Clara County; California,3242,1074
1500000US060855038031,Block Group 1; Census Tract 5038.03; Santa Clara County; California,2629,1496
1500000US060855038032,Block Group 2; Census Tract 5038.03; Santa Clara County; California,1351,399
1500000US060855038033,Block Group 3; Census Tract 5038.03; Santa Clara County; California,1281,473
1500000US060855038041,Block Group 1; Census Tract 5038.04; Santa Clara County; California,2593,518
1500000US060855038042,Block Group 2; Census Tract 5038.04; Santa Clara County; California,1322,580
1500000US060855038043,Block Group 3; Census Tract 5038.04; Santa Clara County; California,1703,380
1500000US060855039021,Block Group 1; Census Tract 5039.02; Santa Clara County; California,1767,535
1500000US060855039022,Block Group 2; Census Tract 5039.02; Santa Clara County; California,1122,950
1500000US060855039023,Block Group 3; Census Tract 5039.02; Santa Clara County; California,2025,747
1500000US060855039024,Block Group 4; Census Tract 5039.02; Santa Clara County; California,1527,682
1500000US060855039031,Block Group 1; Census Tract 5039.03; Santa Clara County; California,1816,377
1500000US060855039032,Block Group 2; Census Tract 5039.03; Santa Clara County; California,1145,302
1500000US060855040011,Block Group 1; Census Tract 5040.01; Santa Clara County; California,1702,482
1500000US060855040012,Block Group 2; Census Tract 5040.01; Santa Clara County; California,1853,427
1500000US060855040013,Block Group 3; Census Tract 5040.01; Santa Clara County; California,1551,394
1500000US060855040021,Block Group 1; Census Tract 5040.02; Santa Clara County; California,2683,752
1500000US060855040022,Block Group 2; Census Tract 5040.02; Santa Clara County; California,1253,525
1500000US060855040023,Block Group 3; Census Tract 5040.02; Santa Clara County; California,2422,916
1500000US060855041011,Block Group 1; Census Tract 5041.01; Santa Clara County; California,1366,654
1500000US060855041012,Block Group 2; Census Tract 5041.01; Santa Clara County; California,1222,549
1500000US060855041013,Block Group 3; Census Tract 5041.01; Santa Clara County; California,1578,487
1500000US060855041021,Block Group 1; Census Tract 5041.02; Santa Clara County; California,2031,575
1500000US060855041022,Block Group 2; Census Tract 5041.02; Santa Clara County; California,1779,523
1500000US060855041023,Block Group 3; Census Tract 5041.02; Santa Clara County; California,1589,504
1500000US060855042011,Block Group 1; Census Tract 5042.01; Santa Clara County; California,3298,647
1500000US060855042012,Block Group 2; Census Tract 5042.01; Santa Clara County; California,1533,776
1500000US060855042013,Block Group 3; Census Tract 5042.01; Santa Clara County; California,1645,582
1500000US060855042021,Block Group 1; Census Tract 5042.02; Santa Clara County; California,1099,481
1500000US060855042022,Block Group 2; Census Tract 5042.02; Santa Clara County; California,1910,486
1500000US060855042023,Block Group 3; Census Tract 5042.02; Santa Clara County; California,1277,391
1500000US060855043071,Block Group 1; Census Tract 5043.07; Santa Clara County; California,2694,555
1500000US060855043072,Block Group 2; Census Tract 5043.07; Santa Clara County; California,3081,523
1500000US060855043081,Block Group 1; Census Tract 5043.08; Santa Clara County; California,2090,575
1500000US060855043082,Block Group 2; Census Tract 5043.08; Santa Clara County; California,1373,356
1500000US060855043083,Block Group 3; Census Tract 5043.08; Santa Clara County; California,1263,368
1500000US060855043111,Block Group 1; Census Tract 5043.11; Santa Clara County; California,2640,630
1500000US060855043112,Block Group 2; Census Tract 5043.11; Santa Clara County; California,1442,466
1500000US060855043113,Block Group 3; Census Tract 5043.11; Santa Clara County; California,2029,699
1500000US060855043114,Block Group 4; Census Tract 5043.11; Santa Clara County; California,1833,535
1500000US060855043141,Block Group 1; Census Tract 5043.14; Santa Clara County; California,1225,346
1500000US060855043142,Block Group 2; Census Tract 5043.14; Santa Clara County; California,1313,427
1500000US060855043143,Block Group 3; Census Tract 5043.14; Santa Clara County; California,661,189
1500000US060855043144,Block Group 4; Census Tract 5043.14; Santa Clara County; California,1284,383
1500000US060855043151,Block Group 1; Census Tract 5043.15; Santa Clara County; California,1143,296
1500000US060855043152,Block Group 2; Census Tract 5043.15; Santa Clara County; California,629,217
1500000US060855043153,Block Group 3; Census Tract 5043.15; Santa Clara County; California,2311,1175
1500000US060855043154,Block Group 4; Census Tract 5043.15; Santa Clara County; California,1060,350
1500000US060855043155,Block Group 5; Census Tract 5043.15; Santa Clara County; California,1253,494
1500000US060855043161,Block Group 1; Census Tract 5043.16; Santa Clara County; California,2700,495
1500000US060855043162,Block Group 2; Census Tract 5043.16; Santa Clara County; California,2826,857
1500000US060855043171,Block Group 1; Census Tract 5043.17; Santa Clara County; California,2050,358
1500000US060855043172,Block Group 2; Census Tract 5043.17; Santa Clara County; California,1486,327
1500000US060855043181,Block Group 1; Census Tract 5043.18; Santa Clara County; California,1343,341
1500000US060855043182,Block Group 2; Census Tract 5043.18; Santa Clara County; California,2075,609
1500000US060855043183,Block Group 3; Census Tract 5043.18; Santa Clara County; California,3743,1016
1500000US060855043191,Block Group 1; Census Tract 5043.19; Santa Clara County; California,2163,693
1500000US060855043192,Block Group 2; Census Tract 5043.19; Santa Clara County; California,2312,607
1500000US060855043193,Block Group 3; Census Tract 5043.19; Santa Clara County; California,746,339
1500000US060855043194,Block Group 4; Census Tract 5043.19; Santa Clara County; California,1098,313
1500000US060855043201,Block Group 1; Census Tract 5043.20; Santa Clara County; California,1872,365
1500000US060855043202,Block Group 2; Census Tract 5043.20; Santa Clara County; California,1074,256
1500000US060855043211,Block Group 1; Census Tract 5043.21; Santa Clara County; California,2740,480
1500000US060855043212,Block Group 2; Census Tract 5043.21; Santa Clara County; California,1354,460
1500000US060855043213,Block Group 3; Census Tract 5043.21; Santa Clara County; California,1365,388
1500000US060855043221,Block Group 1; Census Tract 5043.22; Santa Clara County; California,1014,416
1500000US060855043222,Block Group 2; Census Tract 5043.22; Santa Clara County; California,2315,488
1500000US060855043223,Block Group 3; Census Tract 5043.22; Santa Clara County; California,2320,838
1500000US060855043231,Block Group 1; Census Tract 5043.23; Santa Clara County; California,1473,351
1500000US060855043232,Block Group 2; Census Tract 5043.23; Santa Clara County; California,2446,332
1500000US060855043233,Block Group 3; Census Tract 5043.23; Santa Clara County; California,1771,666
1500000US060855044101,Block Group 1; Census Tract 5044.10; Santa Clara County; California,1685,361
1500000US060855044102,Block Group 2; Census Tract 5044.10; Santa Clara County; California,2370,514
1500000US060855044111,Block Group 1; Census Tract 5044.11; Santa Clara County; California,3023,918
1500000US060855044112,Block Group 2; Census Tract 5044.11; Santa Clara County; California,2423,367
1500000US060855044121,Block Group 1; Census Tract 5044.12; Santa Clara County; California,1071,281
1500000US060855044122,Block Group 2; Census Tract 5044.12; Santa Clara County; California,1466,919
1500000US060855044123,Block Group 3; Census Tract 5044.12; Santa Clara County; California,1193,399
1500000US060855044124,Block Group 4; Census Tract 5044.12; Santa Clara County; California,1322,462
1500000US060855044131,Block Group 1; Census Tract 5044.13; Santa Clara County; California,2039,277
1500000US060855044141,Block Group 1; Census Tract 5044.14; Santa Clara County; California,2688,567
1500000US060855044142,Block Group 2; Census Tract 5044.14; Santa Clara County; California,1428,345
1500000US060855044143,Block Group 3; Census Tract 5044.14; Santa Clara County; California,1198,362
1500000US060855044151,Block Group 1; Census Tract 5044.15; Santa Clara County; California,1676,369
1500000US060855044152,Block Group 2; Census Tract 5044.15; Santa Clara County; California,1895,377
1500000US060855044153,Block Group 3; Census Tract 5044.15; Santa Clara County; California,1119,300
1500000US060855044161,Block Group 1; Census Tract 5044.16; Santa Clara County; California,1972,435
1500000US060855044162,Block Group 2; Census Tract 5044.16; Santa Clara County; California,1911,714
1500000US060855044181,Block Group 1; Census Tract 5044.18; Santa Clara County; California,1142,399
1500000US060855044182,Block Group 2; Census Tract 5044.18; Santa Clara County; California,1679,294
1500000US060855044183,Block Group 3; Census Tract 5044.18; Santa Clara County; California,1056,410
1500000US060855044211,Block Group 1; Census Tract 5044.21; Santa Clara County; California,1640,503
1500000US060855044212,Block Group 2; Census Tract 5044.21; Santa Clara County; California,1735,406
1500000US060855044213,Block Group 3; Census Tract 5044.21; Santa Clara County; California,2084,694
1500000US060855044221,Block Group 1; Census Tract 5044.22; Santa Clara County; California,1558,319
1500000US060855044222,Block Group 2; Census Tract 5044.22; Santa Clara County; California,1559,420
1500000US060855044231,Block Group 1; Census Tract 5044.23; Santa Clara County; California,2150,232
1500000US060855044241,Block Group 1; Census Tract 5044.24; Santa Clara County; California,663,182
1500000US060855044242,Block Group 2; Census Tract 5044.24; Santa Clara County; California,2146,736
1500000US060855044243,Block Group 3; Census Tract 5044.24; Santa Clara County; California,1066,465
1500000US060855044244,Block Group 4; Census Tract 5044.24; Santa Clara County; California,1310,390
1500000US060855045051,Block Group 1; Census Tract 5045.05; Santa Clara County; California,590,240
1500000US060855045052,Block Group 2; Census Tract 5045.05; Santa Clara County; California,1501,430
1500000US060855045053,Block Group 3; Census Tract 5045.05; Santa Clara County; California,1941,598
1500000US060855045054,Block Group 4; Census Tract 5045.05; Santa Clara County; California,6731,1119
1500000US060855045061,Block Group 1; Census Tract 5045.06; Santa Clara County; California,1666,546
1500000US060855045062,Block Group 2; Census Tract 5045.06; Santa Clara County; California,1185,393
1500000US060855045063,Block Group 3; Census Tract 5045.06; Santa Clara County; California,2292,609
1500000US060855045064,Block Group 4; Census Tract 5045.06; Santa Clara County; California,1715,445
1500000US060855045071,Block Group 1; Census Tract 5045.07; Santa Clara County; California,1419,558
1500000US060855045072,Block Group 2; Census Tract 5045.07; Santa Clara County; California,1950,755
1500000US060855045073,Block Group 3; Census Tract 5045.07; Santa Clara County; California,1382,373
1500000US060855045074,Block Group 4; Census Tract 5045.07; Santa Clara County; California,1585,513
1500000US060855045081,Block Group 1; Census Tract 5045.08; Santa Clara County; California,1814,44
1500000US060855045082,Block Group 2; Census Tract 5045.08; Santa Clara County; California,2245,303
1500000US060855045091,Block Group 1; Census Tract 5045.09; Santa Clara County; California,4905,673
1500000US060855045101,Block Group 1; Census Tract 5045.10; Santa Clara County; California,1850,512
1500000US060855045102,Block Group 2; Census Tract 5045.10; Santa Clara County; California,2192,645
1500000US060855046011,Block Group 1; Census Tract 5046.01; Santa Clara County; California,1185,224
1500000US060855046021,Block Group 1; Census Tract 5046.02; Santa Clara County; California,1639,289
1500000US060855047001,Block Group 1; Census Tract 5047; Santa Clara County; California,707,227
1500000US060855048021,Block Group 1; Census Tract 5048.02; Santa Clara County; California,1401,250
1500000US060855048022,Block Group 2; Census Tract 5048.02; Santa Clara County; California,1290,351
1500000US060855048023,Block Group 3; Census Tract 5048.02; Santa Clara County; California,2168,441
1500000US060855048051,Block Group 1; Census Tract 5048.05; Santa Clara County; California,3851,593
1500000US060855048052,Block Group 2; Census Tract 5048.05; Santa Clara County; California,1868,459
1500000US060855048053,Block Group 3; Census Tract 5048.05; Santa Clara County; California,1928,591
1500000US060855048061,Block Group 1; Census Tract 5048.06; Santa Clara County; California,1462,380
1500000US060855048062,Block Group 2; Census Tract 5048.06; Santa Clara County; California,1286,226
1500000US060855048071,Block Group 1; Census Tract 5048.07; Santa Clara County; California,552,199
1500000US060855048072,Block Group 2; Census Tract 5048.07; Santa Clara County; California,4010,724
1500000US060855048073,Block Group 3; Census Tract 5048.07; Santa Clara County; California,1294,578
1500000US060855048081,Block Group 1; Census Tract 5048.08; Santa Clara County; California,2104,865
1500000US060855049021,Block Group 1; Census Tract 5049.02; Santa Clara County; California,815,285
1500000US060855049022,Block Group 2; Census Tract 5049.02; Santa Clara County; California,1761,752
1500000US060855049023,Block Group 3; Census Tract 5049.02; Santa Clara County; California,1868,406
1500000US060855049031,Block Group 1; Census Tract 5049.03; Santa Clara County; California,1463,588
1500000US060855049032,Block Group 2; Census Tract 5049.03; Santa Clara County; California,2566,436
1500000US060855049033,Block Group 3; Census Tract 5049.03; Santa Clara County; California,1375,536
1500000US060855050061,Block Group 1; Census Tract 5050.06; Santa Clara County; California,3063,1125
1500000US060855050062,Block Group 2; Census Tract 5050.06; Santa Clara County; California,3073,671
1500000US060855050063,Block Group 3; Census Tract 5050.06; Santa Clara County; California,957,372
1500000US060855050064,Block Group 4; Census Tract 5050.06; Santa Clara County; California,1930,911
1500000US060855050065,Block Group 5; Census Tract 5050.06; Santa Clara County; California,2331,749
1500000US060855050071,Block Group 1; Census Tract 5050.07; Santa Clara County; California,937,283
1500000US060855050072,Block Group 2; Census Tract 5050.07; Santa Clara County; California,1623,365
1500000US060855050073,Block Group 3; Census Tract 5050.07; Santa Clara County; California,1631,418
1500000US060855050101,Block Group 1; Census Tract 5050.10; Santa Clara County; California,2059,757
1500000US060855050102,Block Group 2; Census Tract 5050.10; Santa Clara County; California,1697,439
1500000US060855050103,Block Group 3; Census Tract 5050.10; Santa Clara County; California,802,405
1500000US060855050111,Block Group 1; Census Tract 5050.11; Santa Clara County; California,2371,603
1500000US060855050112,Block Group 2; Census Tract 5050.11; Santa Clara County; California,1681,563
1500000US060855050113,Block Group 3; Census Tract 5050.11; Santa Clara County; California,865,331
1500000US060855050121,Block Group 1; Census Tract 5050.12; Santa Clara County; California,2549,382
1500000US060855050131,Block Group 1; Census Tract 5050.13; Santa Clara County; California,1519,494
1500000US060855050132,Block Group 2; Census Tract 5050.13; Santa Clara County; California,2834,592
1500000US060855050133,Block Group 3; Census Tract 5050.13; Santa Clara County; California,1220,604
1500000US060855050141,Block Group 1; Census Tract 5050.14; Santa Clara County; California,2563,850
1500000US060855050142,Block Group 2; Census Tract 5050.14; Santa Clara County; California,1263,531
1500000US060855050143,Block Group 3; Census Tract 5050.14; Santa Clara County; California,2516,432
1500000US060855050151,Block Group 1; Census Tract 5050.15; Santa Clara County; California,3515,736
1500000US060855050152,Block Group 2; Census Tract 5050.15; Santa Clara County; California,1619,798
1500000US060855051001,Block Group 1; Census Tract 5051; Santa Clara County; California,1387,257
1500000US060855051002,Block Group 2; Census Tract 5051; Santa Clara County; California,91,64
1500000US060855051003,Block Group 3; Census Tract 5051; Santa Clara County; California,2022,496
1500000US060855051004,Block Group 4; Census Tract 5051; Santa Clara County; California,420,182
1500000US060855052021,Block Group 1; Census Tract 5052.02; Santa Clara County; California,1624,563
1500000US060855052022,Block Group 2; Census Tract 5052.02; Santa Clara County; California,3753,727
1500000US060855052023,Block Group 3; Census Tract 5052.02; Santa Clara County; California,1155,473
1500000US060855052024,Block Group 4; Census Tract 5052.02; Santa Clara County; California,1941,569
1500000US060855052031,Block Group 1; Census Tract 5052.03; Santa Clara County; California,4714,566
1500000US060855052032,Block Group 2; Census Tract 5052.03; Santa Clara County; California,843,223
1500000US060855053011,Block Group 1; Census Tract 5053.01; Santa Clara County; California,1240,386
1500000US060855053012,Block Group 2; Census Tract 5053.01; Santa Clara County; California,2669,406
1500000US060855053013,Block Group 3; Census Tract 5053.01; Santa Clara County; California,1209,356
1500000US060855053021,Block Group 1; Census Tract 5053.02; Santa Clara County; California,2467,463
1500000US060855053022,Block Group 2; Census Tract 5053.02; Santa Clara County; California,2329,488
1500000US060855053031,Block Group 1; Census Tract 5053.03; Santa Clara County; California,1538,616
1500000US060855053032,Block Group 2; Census Tract 5053.03; Santa Clara County; California,1883,570
1500000US060855053033,Block Group 3; Census Tract 5053.03; Santa Clara County; California,1187,374
1500000US060855053034,Block Group 4; Census Tract 5053.03; Santa Clara County; California,1091,440
1500000US060855053041,Block Group 1; Census Tract 5053.04; Santa Clara County; California,1309,640
1500000US060855053042,Block Group 2; Census Tract 5053.04; Santa Clara County; California,908,208
1500000US060855053043,Block Group 3; Census Tract 5053.04; Santa Clara County; California,1529,412
1500000US060855053051,Block Group 1; Census Tract 5053.05; Santa Clara County; California,1725,561
1500000US060855053052,Block Group 2; Census Tract 5053.05; Santa Clara County; California,680,264
1500000US060855053053,Block Group 3; Census Tract 5053.05; Santa Clara County; California,1335,429
1500000US060855053054,Block Group 4; Census Tract 5053.05; Santa Clara County; California,1791,636
1500000US060855054011,Block Group 1; Census Tract 5054.01; Santa Clara County; California,893,394
1500000US060855054012,Block Group 2; Census Tract 5054.01; Santa Clara County; California,1601,475
1500000US060855054013,Block Group 3; Census Tract 5054.01; Santa Clara County; California,973,341
1500000US060855054014,Block Group 4; Census Tract 5054.01; Santa Clara County; California,2694,623
1500000US060855054015,Block Group 5; Census Tract 5054.01; Santa Clara County; California,520,304
1500000US060855054021,Block Group 1; Census Tract 5054.02; Santa Clara County; California,1212,442
1500000US060855054022,Block Group 2; Census Tract 5054.02; Santa Clara County; California,1730,315
1500000US060855054031,Block Group 1; Census Tract 5054.03; Santa Clara County; California,3344,818
1500000US060855054032,Block Group 2; Census Tract 5054.03; Santa Clara County; California,2412,566
1500000US060855054033,Block Group 3; Census Tract 5054.03; Santa Clara County; California,2812,683
1500000US060855055001,Block Group 1; Census Tract 5055; Santa Clara County; California,992,253
1500000US060855055002,Block Group 2; Census Tract 5055; Santa Clara County; California,1891,385
1500000US060855055003,Block Group 3; Census Tract 5055; Santa Clara County; California,1738,532
1500000US060855056001,Block Group 1; Census Tract 5056; Santa Clara County; California,1553,400
1500000US060855056002,Block Group 2; Census Tract 5056; Santa Clara County; California,828,272
1500000US060855056003,Block Group 3; Census Tract 5056; Santa Clara County; California,2285,451
1500000US060855057001,Block Group 1; Census Tract 5057; Santa Clara County; California,1143,507
1500000US060855057002,Block Group 2; Census Tract 5057; Santa Clara County; California,866,242
1500000US060855057003,Block Group 3; Census Tract 5057; Santa Clara County; California,1503,514
1500000US060855057004,Block Group 4; Census Tract 5057; Santa Clara County; California,1856,843
1500000US060855058001,Block Group 1; Census Tract 5058; Santa Clara County; California,1038,334
1500000US060855058002,Block Group 2; Census Tract 5058; Santa Clara County; California,930,435
1500000US060855058003,Block Group 3; Census Tract 5058; Santa Clara County; California,951,263
1500000US060855058004,Block Group 4; Census Tract 5058; Santa Clara County; California,932,232
1500000US060855059011,Block Group 1; Census Tract 5059.01; Santa Clara County; California,1437,377
1500000US060855059012,Block Group 2; Census Tract 5059.01; Santa Clara County; California,1598,356
1500000US060855059013,Block Group 3; Census Tract 5059.01; Santa Clara County; California,993,286
1500000US060855059021,Block Group 1; Census Tract 5059.02; Santa Clara County; California,2333,603
1500000US060855059022,Block Group 2; Census Tract 5059.02; Santa Clara County; California,1617,309
1500000US060855060001,Block Group 1; Census Tract 5060; Santa Clara County; California,930,304
1500000US060855060002,Block Group 2; Census Tract 5060; Santa Clara County; California,1305,606
1500000US060855060003,Block Group 3; Census Tract 5060; Santa Clara County; California,1844,335
1500000US060855060004,Block Group 4; Census Tract 5060; Santa Clara County; California,826,458
1500000US060855061011,Block Group 1; Census Tract 5061.01; Santa Clara County; California,1181,456
1500000US060855061012,Block Group 2; Census Tract 5061.01; Santa Clara County; California,2050,355
1500000US060855061013,Block Group 3; Census Tract 5061.01; Santa Clara County; California,1476,255
1500000US060855061021,Block Group 1; Census Tract 5061.02; Santa Clara County; California,1657,434
1500000US060855061022,Block Group 2; Census Tract 5061.02; Santa Clara County; California,2845,437
1500000US060855061031,Block Group 1; Census Tract 5061.03; Santa Clara County; California,2126,588
1500000US060855061032,Block Group 2; Census Tract 5061.03; Santa Clara County; California,849,254
1500000US060855061033,Block Group 3; Census Tract 5061.03; Santa Clara County; California,1065,280
1500000US060855061034,Block Group 4; Census Tract 5061.03; Santa Clara County; California,1177,303
1500000US060855062021,Block Group 1; Census Tract 5062.02; Santa Clara County; California,2036,680
1500000US060855062022,Block Group 2; Census Tract 5062.02; Santa Clara County; California,3205,803
1500000US060855062023,Block Group 3; Census Tract 5062.02; Santa Clara County; California,1070,302
1500000US060855062024,Block Group 4; Census Tract 5062.02; Santa Clara County; California,2035,530
1500000US060855062031,Block Group 1; Census Tract 5062.03; Santa Clara County; California,2161,888
1500000US060855062032,Block Group 2; Census Tract 5062.03; Santa Clara County; California,1943,509
1500000US060855062033,Block Group 3; Census Tract 5062.03; Santa Clara County; California,632,325
1500000US060855062034,Block Group 4; Census Tract 5062.03; Santa Clara County; California,1520,509
1500000US060855062041,Block Group 1; Census Tract 5062.04; Santa Clara County; California,1911,400
1500000US060855062042,Block Group 2; Census Tract 5062.04; Santa Clara County; California,1343,441
1500000US060855062043,Block Group 3; Census Tract 5062.04; Santa Clara County; California,761,261
1500000US060855062044,Block Group 4; Census Tract 5062.04; Santa Clara County; California,1731,722
1500000US060855063011,Block Group 1; Census Tract 5063.01; Santa Clara County; California,1110,409
1500000US060855063012,Block Group 2; Census Tract 5063.01; Santa Clara County; California,1456,554
1500000US060855063013,Block Group 3; Census Tract 5063.01; Santa Clara County; California,991,317
1500000US060855063014,Block Group 4; Census Tract 5063.01; Santa Clara County; California,1160,715
1500000US060855063021,Block Group 1; Census Tract 5063.02; Santa Clara County; California,1927,737
1500000US060855063022,Block Group 2; Census Tract 5063.02; Santa Clara County; California,2174,574
1500000US060855063023,Block Group 3; Census Tract 5063.02; Santa Clara County; California,1193,392
1500000US060855063024,Block Group 4; Census Tract 5063.02; Santa Clara County; California,1058,351
1500000US060855063041,Block Group 1; Census Tract 5063.04; Santa Clara County; California,3052,1120
1500000US060855063042,Block Group 2; Census Tract 5063.04; Santa Clara County; California,863,379
1500000US060855063043,Block Group 3; Census Tract 5063.04; Santa Clara County; California,2119,638
1500000US060855063051,Block Group 1; Census Tract 5063.05; Santa Clara County; California,696,385
1500000US060855063052,Block Group 2; Census Tract 5063.05; Santa Clara County; California,2022,606
1500000US060855063053,Block Group 3; Census Tract 5063.05; Santa Clara County; California,1177,406
1500000US060855063054,Block Group 4; Census Tract 5063.05; Santa Clara County; California,1720,595
1500000US060855064011,Block Group 1; Census Tract 5064.01; Santa Clara County; California,682,369
1500000US060855064012,Block Group 2; Census Tract 5064.01; Santa Clara County; California,1533,323
1500000US060855064013,Block Group 3; Census Tract 5064.01; Santa Clara County; California,1266,383
1500000US060855064014,Block Group 4; Census Tract 5064.01; Santa Clara County; California,1464,396
1500000US060855064021,Block Group 1; Census Tract 5064.02; Santa Clara County; California,1337,549
1500000US060855064022,Block Group 2; Census Tract 5064.02; Santa Clara County; California,546,301
1500000US060855064023,Block Group 3; Census Tract 5064.02; Santa Clara County; California,943,539
1500000US060855064024,Block Group 4; Census Tract 5064.02; Santa Clara County; California,1133,378
1500000US060855064025,Block Group 5; Census Tract 5064.02; Santa Clara County; California,1283,512
1500000US060855065021,Block Group 1; Census Tract 5065.02; Santa Clara County; California,1568,387
1500000US060855065022,Block Group 2; Census Tract 5065.02; Santa Clara County; California,411,164
1500000US060855065023,Block Group 3; Census Tract 5065.02; Santa Clara County; California,2918,635
1500000US060855065031,Block Group 1; Census Tract 5065.03; Santa Clara County; California,1919,629
1500000US060855065032,Block Group 2; Census Tract 5065.03; Santa Clara County; California,1958,533
1500000US060855065033,Block Group 3; Census Tract 5065.03; Santa Clara County; California,2600,765
1500000US060855065041,Block Group 1; Census Tract 5065.04; Santa Clara County; California,1305,492
1500000US060855065042,Block Group 2; Census Tract 5065.04; Santa Clara County; California,1360,644
1500000US060855065051,Block Group 1; Census Tract 5065.05; Santa Clara County; California,1846,460
1500000US060855065052,Block Group 2; Census Tract 5065.05; Santa Clara County; California,2514,701
1500000US060855066011,Block Group 1; Census Tract 5066.01; Santa Clara County; California,1527,364
1500000US060855066012,Block Group 2; Census Tract 5066.01; Santa Clara County; California,740,228
1500000US060855066013,Block Group 3; Census Tract 5066.01; Santa Clara County; California,1814,368
1500000US060855066031,Block Group 1; Census Tract 5066.03; Santa Clara County; California,897,239
1500000US060855066032,Block Group 2; Census Tract 5066.03; Santa Clara County; California,1798,442
1500000US060855066033,Block Group 3; Census Tract 5066.03; Santa Clara County; California,1641,514
1500000US060855066041,Block Group 1; Census Tract 5066.04; Santa Clara County; California,818,262
1500000US060855066042,Block Group 2; Census Tract 5066.04; Santa Clara County; California,1651,437
1500000US060855066043,Block Group 3; Census Tract 5066.04; Santa Clara County; California,1107,369
1500000US060855066044,Block Group 4; Census Tract 5066.04; Santa Clara County; California,2184,972
1500000US060855066045,Block Group 5; Census Tract 5066.04; Santa Clara County; California,1206,419
1500000US060855066051,Block Group 1; Census Tract 5066.05; Santa Clara County; California,2216,366
1500000US060855066052,Block Group 2; Census Tract 5066.05; Santa Clara County; California,2061,500
1500000US060855066061,Block Group 1; Census Tract 5066.06; Santa Clara County; California,789,421
1500000US060855066062,Block Group 2; Census Tract 5066.06; Santa Clara County; California,2592,628
1500000US060855066063,Block Group 3; Census Tract 5066.06; Santa Clara County; California,1519,428
1500000US060855067011,Block Group 1; Census Tract 5067.01; Santa Clara County; California,539,229
1500000US060855067012,Block Group 2; Census Tract 5067.01; Santa Clara County; California,2328,342
1500000US060855067013,Block Group 3; Census Tract 5067.01; Santa Clara County; California,1533,470
1500000US060855067021,Block Group 1; Census Tract 5067.02; Santa Clara County; California,2470,832
1500000US060855067022,Block Group 2; Census Tract 5067.02; Santa Clara County; California,1501,491
1500000US060855067023,Block Group 3; Census Tract 5067.02; Santa Clara County; California,1727,494
1500000US060855067031,Block Group 1; Census Tract 5067.03; Santa Clara County; California,2073,447
1500000US060855067032,Block Group 2; Census Tract 5067.03; Santa Clara County; California,1033,259
1500000US060855067033,Block Group 3; Census Tract 5067.03; Santa Clara County; California,809,222
1500000US060855068011,Block Group 1; Census Tract 5068.01; Santa Clara County; California,2548,581
1500000US060855068012,Block Group 2; Census Tract 5068.01; Santa Clara County; California,1273,347
1500000US060855068013,Block Group 3; Census Tract 5068.01; Santa Clara County; California,1643,497
1500000US060855068014,Block Group 4; Census Tract 5068.01; Santa Clara County; California,769,353
1500000US060855068021,Block Group 1; Census Tract 5068.02; Santa Clara County; California,1550,434
1500000US060855068022,Block Group 2; Census Tract 5068.02; Santa Clara County; California,1075,429
1500000US060855068023,Block Group 3; Census Tract 5068.02; Santa Clara County; California,882,334
1500000US060855068024,Block Group 4; Census Tract 5068.02; Santa Clara County; California,491,258
1500000US060855068025,Block Group 5; Census Tract 5068.02; Santa Clara County; California,1707,644
1500000US060855068031,Block Group 1; Census Tract 5068.03; Santa Clara County; California,1695,421
1500000US060855068032,Block Group 2; Census Tract 5068.03; Santa Clara County; California,1477,478
1500000US060855068033,Block Group 3; Census Tract 5068.03; Santa Clara County; California,2797,511
1500000US060855068034,Block Group 4; Census Tract 5068.03; Santa Clara County; California,1058,402
1500000US060855068041,Block Group 1; Census Tract 5068.04; Santa Clara County; California,617,207
1500000US060855068042,Block Group 2; Census Tract 5068.04; Santa Clara County; California,1531,564
1500000US060855068043,Block Group 3; Census Tract 5068.04; Santa Clara County; California,1710,485
1500000US060855068044,Block Group 4; Census Tract 5068.04; Santa Clara County; California,545,179
1500000US060855069001,Block Group 1; Census Tract 5069; Santa Clara County; California,1391,427
1500000US060855069002,Block Group 2; Census Tract 5069; Santa Clara County; California,2070,456
1500000US060855069003,Block Group 3; Census Tract 5069; Santa Clara County; California,2175,565
1500000US060855069004,Block Group 4; Census Tract 5069; Santa Clara County; California,2520,636
1500000US060855070021,Block Group 1; Census Tract 5070.02; Santa Clara County; California,2278,423
1500000US060855070022,Block Group 2; Census Tract 5070.02; Santa Clara County; California,1139,480
1500000US060855070031,Block Group 1; Census Tract 5070.03; Santa Clara County; California,1050,335
1500000US060855070032,Block Group 2; Census Tract 5070.03; Santa Clara County; California,1997,384
1500000US060855070041,Block Group 1; Census Tract 5070.04; Santa Clara County; California,1257,266
1500000US060855070042,Block Group 2; Census Tract 5070.04; Santa Clara County; California,1813,417
1500000US060855070043,Block Group 3; Census Tract 5070.04; Santa Clara County; California,641,185
1500000US060855071001,Block Group 1; Census Tract 5071; Santa Clara County; California,767,227
1500000US060855071002,Block Group 2; Census Tract 5071; Santa Clara County; California,2239,462
1500000US060855072031,Block Group 1; Census Tract 5072.03; Santa Clara County; California,1750,533
